"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0060385",0.721750958954893,0.57435310562728,2,9,"axonogenesis involved in innervation","BP"
"GO:0072015",0.722161495815567,0.573849548918661,2,9,"podocyte development","BP"
"GO:0010524",0.722333994088713,0.517212330265761,3,14,"positive regulation of calcium ion transport into cytosol","BP"
"GO:0006595",0.722712925164479,0.68281619178216,1,5,"polyamine metabolic process","BP"
"GO:0061371",0.723061288937456,0.682408494482924,1,5,"determination of heart left/right asymmetry","BP"
"GO:2000406",0.723460424142521,0.480582309185112,4,20,"positive regulation of T cell migration","BP"
"GO:0002827",0.72351606327261,0.567374762694193,2,10,"positive regulation of T-helper 1 type immune response","BP"
"GO:0044070",0.72358751392334,0.681791782899998,1,5,"regulation of monoatomic anion transport","BP"
"GO:0019065",0.723881130758335,0.571735138087641,2,9,"receptor-mediated endocytosis of virus by host cell","BP"
"GO:0019441",0.724312573348429,0.680940347906658,1,5,"L-tryptophan catabolic process to kynurenine","BP"
"GO:0032979",0.724690731738912,0.68049549479777,1,5,"protein insertion into mitochondrial inner membrane from matrix","BP"
"GO:0000303",0.724891154684285,0.680259505802419,1,5,"response to superoxide","BP"
"GO:0090036",0.725072194296764,0.69398473699197,1,4,"regulation of protein kinase C signaling","BP"
"GO:0060087",0.725218978990636,0.679873181416888,1,5,"relaxation of vascular associated smooth muscle","BP"
"GO:0008033",0.725282130808074,0.478350196297131,4,20,"tRNA processing","BP"
"GO:0071494",0.725464648356058,0.69353591417191,1,4,"cellular response to UV-C","BP"
"GO:0001890",0.725503256906935,0.426503943052114,7,35,"placenta development","BP"
"GO:0000413",0.725821289247412,0.67916233275245,1,5,"protein peptidyl-prolyl isomerization","BP"
"GO:0140896",0.725890339867462,0.679080751424254,1,5,"cGAS/STING signaling pathway","BP"
"GO:0032870",0.725926339022133,0.427354415976079,7,33,"cellular response to hormone stimulus","BP"
"GO:0006196",0.725945162306286,0.679015967445173,1,5,"AMP catabolic process","BP"
"GO:0030033",0.72625848978426,0.568798269119447,2,9,"microvillus assembly","BP"
"GO:0070885",0.726261106287831,0.512364087956828,3,14,"negative regulation of calcineurin-NFAT signaling cascade","BP"
"GO:0006120",0.726293555387629,0.423332407168986,7,39,"mitochondrial electron transport, NADH to ubiquinone","BP"
"GO:0048170",0.726320963089619,0.568720876630825,2,9,"positive regulation of long-term neuronal synaptic plasticity","BP"
"GO:0005513",0.72647550369307,0.512098377290368,3,14,"detection of calcium ion","BP"
"GO:0051457",0.726663687000696,0.511865066859411,3,14,"maintenance of protein location in nucleus","BP"
"GO:0002455",0.727127986283668,0.677615444990951,1,5,"humoral immune response mediated by circulating immunoglobulin","BP"
"GO:0001823",0.727740507501235,0.562123814765713,2,10,"mesonephros development","BP"
"GO:0071168",0.727897244916976,0.456552144217269,5,22,"protein localization to chromatin","BP"
"GO:1902624",0.727948387418826,0.676640926950656,1,5,"positive regulation of neutrophil migration","BP"
"GO:0090263",0.727987561782096,0.353493782998361,24,104,"positive regulation of canonical Wnt signaling pathway","BP"
"GO:0045861",0.728130416519259,0.476450262615917,4,19,"negative regulation of proteolysis","BP"
"GO:0001824",0.728442201962822,0.476065992528694,4,19,"blastocyst development","BP"
"GO:0007422",0.72857535858064,0.45435003315041,5,23,"peripheral nervous system development","BP"
"GO:2000987",0.728594697799631,0.675871395619224,1,5,"positive regulation of behavioral fear response","BP"
"GO:0006000",0.728934484993993,0.560630593440697,2,10,"fructose metabolic process","BP"
"GO:0000038",0.729006183460861,0.475370399924881,4,19,"very long-chain fatty acid metabolic process","BP"
"GO:0051928",0.729910569949286,0.451479987069952,5,24,"positive regulation of calcium ion transport","BP"
"GO:1903861",0.730114776714829,0.453843819675473,5,22,"positive regulation of dendrite extension","BP"
"GO:0150105",0.730118855852522,0.563995063063902,2,9,"protein localization to cell-cell junction","BP"
"GO:0019228",0.730330950648636,0.422826404863865,7,32,"neuronal action potential","BP"
"GO:0030003",0.730604857665231,0.506959819035859,3,14,"intracellular monoatomic cation homeostasis","BP"
"GO:0002023",0.730718820487884,0.673331019634359,1,5,"reduction of food intake in response to dietary excess","BP"
"GO:0009812",0.731099678603769,0.672873688947271,1,5,"flavonoid metabolic process","BP"
"GO:0050650",0.73137823620844,0.557561721168565,2,10,"chondroitin sulfate proteoglycan biosynthetic process","BP"
"GO:0071542",0.731446361459055,0.470748506081349,4,20,"dopaminergic neuron differentiation","BP"
"GO:0033499",0.731679129830365,0.672176812777489,1,5,"galactose catabolic process via UDP-galactose","BP"
"GO:0046548",0.732460749666882,0.56106027943536,2,9,"retinal rod cell development","BP"
"GO:0071577",0.732486740087486,0.433549258518606,6,27,"zinc ion transmembrane transport","BP"
"GO:0046034",0.732492611744817,0.4202230266205,7,32,"ATP metabolic process","BP"
"GO:1903955",0.732779447564386,0.419877048206253,7,32,"positive regulation of protein targeting to mitochondrion","BP"
"GO:0045629",0.733195838651597,0.670346569990061,1,5,"negative regulation of T-helper 2 cell differentiation","BP"
"GO:0001937",0.733524104939384,0.431296571090268,6,28,"negative regulation of endothelial cell proliferation","BP"
"GO:0007288",0.733741750777238,0.430122878647231,6,29,"sperm axoneme assembly","BP"
"GO:0002282",0.733750299253236,0.669675251949736,1,5,"microglial cell activation involved in immune response","BP"
"GO:0021520",0.733955210530193,0.669426849351178,1,5,"spinal cord motor neuron cell fate specification","BP"
"GO:0046533",0.734312671190253,0.668993125577631,1,5,"negative regulation of photoreceptor cell differentiation","BP"
"GO:1900016",0.734369663455353,0.446007489172432,5,24,"negative regulation of cytokine production involved in inflammatory response","BP"
"GO:2000278",0.734527656225186,0.558456841819698,2,9,"regulation of DNA biosynthetic process","BP"
"GO:0090659",0.734854200721653,0.668335106644821,1,5,"walking behavior","BP"
"GO:0035694",0.735444017046785,0.552417877342148,2,10,"mitochondrial protein catabolic process","BP"
"GO:1904903",0.735783083759448,0.551986741362259,2,10,"ESCRT III complex disassembly","BP"
"GO:0031016",0.736079497876351,0.443899544157575,5,24,"pancreas development","BP"
"GO:0006888",0.736579025429714,0.341803016162932,25,111,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"GO:0051639",0.736584568512325,0.555853548922874,2,9,"actin filament network formation","BP"
"GO:0009609",0.736910638378797,0.6658257693075,1,5,"response to symbiotic bacterium","BP"
"GO:2001235",0.736920264583368,0.428140869480152,6,27,"positive regulation of apoptotic signaling pathway","BP"
"GO:0007208",0.737230990098042,0.665433356739231,1,5,"phospholipase C-activating serotonin receptor signaling pathway","BP"
"GO:0060745",0.737580742023735,0.679388334488983,1,4,"mammary gland branching involved in pregnancy","BP"
"GO:0042058",0.738135883243825,0.548985814165871,2,10,"regulation of epidermal growth factor receptor signaling pathway","BP"
"GO:0035729",0.738155085486696,0.497460198769009,3,14,"cellular response to hepatocyte growth factor stimulus","BP"
"GO:0001946",0.738371594826506,0.497185775798699,3,14,"lymphangiogenesis","BP"
"GO:0051057",0.738392132215739,0.553555513426367,2,9,"positive regulation of small GTPase mediated signal transduction","BP"
"GO:0021854",0.738419477257105,0.548623001587256,2,10,"hypothalamus development","BP"
"GO:0000290",0.738553572081994,0.54845136654564,2,10,"deadenylation-dependent decapping of nuclear-transcribed mRNA","BP"
"GO:0048102",0.738789962647386,0.663517866267561,1,5,"autophagic cell death","BP"
"GO:0032869",0.738823214780093,0.349162550977665,20,87,"cellular response to insulin stimulus","BP"
"GO:0051302",0.738917487219982,0.461432635230286,4,20,"regulation of cell division","BP"
"GO:0097211",0.738926153513325,0.663350068766029,1,5,"cellular response to gonadotropin-releasing hormone","BP"
"GO:0035725",0.739340699618987,0.334873106047839,28,118,"sodium ion transmembrane transport","BP"
"GO:0030277",0.739536016751302,0.493149365716132,3,15,"maintenance of gastrointestinal epithelium","BP"
"GO:0032543",0.739798517661304,0.350627380987769,18,93,"mitochondrial translation","BP"
"GO:0060348",0.739838219963656,0.369423336179233,13,59,"bone development","BP"
"GO:0002829",0.739891959258851,0.66215798663862,1,5,"negative regulation of type 2 immune response","BP"
"GO:0006096",0.740337244819781,0.399579257321838,8,38,"glycolytic process","BP"
"GO:0006703",0.740945923472674,0.541483195069574,2,11,"estrogen biosynthetic process","BP"
"GO:0001833",0.741343525314118,0.490846211824281,3,15,"inner cell mass cell proliferation","BP"
"GO:0035582",0.741424463426055,0.660258720485065,1,5,"sequestering of BMP in extracellular matrix","BP"
"GO:0031047",0.74146636370956,0.438462804498241,5,23,"regulatory ncRNA-mediated gene silencing","BP"
"GO:0009142",0.741537711471883,0.660117992602658,1,5,"nucleoside triphosphate biosynthetic process","BP"
"GO:0001825",0.741627531424527,0.459634397912481,4,19,"blastocyst formation","BP"
"GO:0042758",0.74170328055346,0.659912154235678,1,5,"long-chain fatty acid catabolic process","BP"
"GO:0010666",0.741881133414791,0.492721615152909,3,14,"positive regulation of cardiac muscle cell apoptotic process","BP"
"GO:0048048",0.742041802606145,0.543967903438716,2,10,"embryonic eye morphogenesis","BP"
"GO:0070365",0.742352893582906,0.543566297176329,2,10,"hepatocyte differentiation","BP"
"GO:0010564",0.742609583375367,0.489228277286685,3,15,"regulation of cell cycle process","BP"
"GO:0003009",0.742839008576127,0.43439191168187,5,25,"skeletal muscle contraction","BP"
"GO:0042987",0.742913948604431,0.491402142835942,3,14,"amyloid precursor protein catabolic process","BP"
"GO:2001200",0.743232504570255,0.672590421674506,1,4,"positive regulation of dendritic cell differentiation","BP"
"GO:0001732",0.743754052839779,0.48776237234621,3,15,"formation of cytoplasmic translation initiation complex","BP"
"GO:0051725",0.743843738605273,0.657241047256235,1,5,"protein de-ADP-ribosylation","BP"
"GO:0010469",0.744070326677583,0.541343941012944,2,10,"regulation of signaling receptor activity","BP"
"GO:1990379",0.744354108182288,0.656601382732203,1,5,"lipid transport across blood-brain barrier","BP"
"GO:0046881",0.744485882123591,0.656436051879309,1,5,"positive regulation of follicle-stimulating hormone secretion","BP"
"GO:0034157",0.744533352709536,0.6563764751664,1,5,"positive regulation of toll-like receptor 7 signaling pathway","BP"
"GO:1903537",0.744714059759313,0.656149598679568,1,5,"meiotic cell cycle process involved in oocyte maturation","BP"
"GO:0045187",0.744811687179593,0.656026972163206,1,5,"regulation of circadian sleep/wake cycle, sleep","BP"
"GO:1904504",0.745427843638303,0.655252132055009,1,5,"positive regulation of lipophagy","BP"
"GO:0032687",0.745588539542763,0.655049793132753,1,5,"negative regulation of interferon-alpha production","BP"
"GO:0006613",0.745633612969414,0.539313333846144,2,10,"cotranslational protein targeting to membrane","BP"
"GO:2001171",0.745945986005312,0.538906695866681,2,10,"positive regulation of ATP biosynthetic process","BP"
"GO:0002227",0.746025033440066,0.476331191196857,3,20,"innate immune response in mucosa","BP"
"GO:0022408",0.746066883346078,0.487357863849671,3,14,"negative regulation of cell-cell adhesion","BP"
"GO:0008089",0.746149970270273,0.414880724995221,6,29,"anterograde axonal transport","BP"
"GO:0009052",0.746307694305666,0.65414296595173,1,5,"pentose-phosphate shunt, non-oxidative branch","BP"
"GO:0007260",0.746370040784816,0.654064248401806,1,5,"tyrosine phosphorylation of STAT protein","BP"
"GO:0098943",0.746426201680406,0.653993326849484,1,5,"neurotransmitter receptor transport, postsynaptic endosome to lysosome","BP"
"GO:0006489",0.746552568436823,0.653833699482387,1,5,"dolichyl diphosphate biosynthetic process","BP"
"GO:0035020",0.746887667356273,0.537679051061706,2,10,"regulation of Rac protein signal transduction","BP"
"GO:0090175",0.747002953875394,0.653264229659351,1,5,"regulation of establishment of planar polarity","BP"
"GO:0015697",0.747014269237015,0.65324991158579,1,5,"quaternary ammonium group transport","BP"
"GO:0030111",0.747223042258629,0.483299499363265,3,15,"regulation of Wnt signaling pathway","BP"
"GO:0010884",0.747493375525907,0.536887979835801,2,10,"positive regulation of lipid storage","BP"
"GO:0006006",0.747538368393144,0.364499571610455,12,56,"glucose metabolic process","BP"
"GO:2000678",0.747695967496234,0.652386329472763,1,5,"negative regulation of transcription regulatory region DNA binding","BP"
"GO:0006346",0.74778656435212,0.430561218312372,5,23,"DNA methylation-dependent constitutive heterochromatin formation","BP"
"GO:0046464",0.74780935490198,0.652242501087755,1,5,"acylglycerol catabolic process","BP"
"GO:0045124",0.74798426892114,0.536246038758527,2,10,"regulation of bone resorption","BP"
"GO:0006048",0.748047927703772,0.536162738270068,2,10,"UDP-N-acetylglucosamine biosynthetic process","BP"
"GO:0060972",0.748605648745951,0.651230912018974,1,5,"left/right pattern formation","BP"
"GO:0051775",0.748612883197728,0.535422924321917,2,10,"response to redox state","BP"
"GO:1990079",0.749037982143433,0.650680574519263,1,5,"cartilage homeostasis","BP"
"GO:0035108",0.749352560318555,0.483117030790537,3,14,"limb morphogenesis","BP"
"GO:0006283",0.749382871679638,0.534413042491688,2,10,"transcription-coupled nucleotide-excision repair","BP"
"GO:0006105",0.749454732021005,0.650149330329617,1,5,"succinate metabolic process","BP"
"GO:1905337",0.749758519219575,0.649761622344847,1,5,"positive regulation of aggrephagy","BP"
"GO:0030252",0.749864071392379,0.649626820438779,1,5,"growth hormone secretion","BP"
"GO:1900108",0.749906448791462,0.649572686545069,1,5,"negative regulation of nodal signaling pathway","BP"
"GO:0006940",0.750096912987584,0.533474909808045,2,10,"regulation of smooth muscle contraction","BP"
"GO:0051383",0.75032093641972,0.649042810326751,1,5,"kinetochore organization","BP"
"GO:0019509",0.750512316506209,0.648797907110433,1,5,"L-methionine salvage from methylthioadenosine","BP"
"GO:0070345",0.750664344585984,0.648603250952486,1,5,"negative regulation of fat cell proliferation","BP"
"GO:0022405",0.750920173231236,0.648275467904659,1,5,"hair cycle process","BP"
"GO:0006584",0.751353288514639,0.647719901542609,1,5,"catecholamine metabolic process","BP"
"GO:0051754",0.751465358676959,0.64757601693693,1,5,"meiotic sister chromatid cohesion, centromeric","BP"
"GO:0060041",0.751536263370456,0.355627740132161,13,59,"retina development in camera-type eye","BP"
"GO:0003197",0.75163976557197,0.531442482102579,2,10,"endocardial cushion development","BP"
"GO:0030208",0.751661654888771,0.647323867481761,1,5,"dermatan sulfate biosynthetic process","BP"
"GO:0060413",0.751672309756751,0.531399531693122,2,10,"atrial septum morphogenesis","BP"
"GO:0070849",0.751727062983814,0.647239812034992,1,5,"response to epidermal growth factor","BP"
"GO:0071373",0.751798856120375,0.647147530247801,1,5,"cellular response to luteinizing hormone stimulus","BP"
"GO:0007000",0.751816184341923,0.647125253532219,1,5,"nucleolus organization","BP"
"GO:0070914",0.751955246675154,0.531025985245085,2,10,"UV-damage excision repair","BP"
